date,cases,active,death
2020-03-15,1
2020-03-17,6
2020-03-19,8
2020-03-20,9
2020-03-21,13
2020-03-22,17
2020-03-23,19
2020-03-24,20
2020-03-25,21
2020-03-26,24
2020-03-27,25
2020-03-28,32
2020-03-29,34
2020-03-30,36
2020-04-01,38
2020-04-02,46
2020-04-03,47
2020-04-04,50
2020-04-05,61
2020-04-06,70
2020-04-07,74
2020-04-08,80
2020-04-09,87
2020-04-10,126
2020-04-11,137
2020-04-12,153
2020-04-13,156
2020-04-14,167
2020-04-15,180
2020-04-16,196
2020-04-17,214
2020-04-18,235
2020-04-19,257
2020-04-20,289
2020-04-21,294
2020-04-22,316
2020-04-23,342
2020-04-24,384
2020-04-25,430
2020-04-26,473
2020-04-27,500
2020-04-28,530
2020-04-29,557
2020-04-30,585
2020-05-01,599
2020-05-02,644
2020-05-03,688
2020-05-04,703
2020-05-05,730
2020-05-06,763
2020-05-07,798
2020-05-08,832
2020-05-09,900
2020-05-10,967
2020-05-11,1052
2020-05-12,1114
2020-05-13,1199
2020-05-14,1342
2020-05-15,1518
2020-05-16,1643
2020-05-17,1763
2020-05-18,1912
2020-05-19,2001
2020-05-20,2133
2020-05-21,2265
2020-05-22,2512
2020-05-23,2743
2020-05-24,3054
2020-05-25,3424
2020-05-26,3760
2020-05-27,3954
2020-05-28,4145
2020-05-29,4348
2020-05-30,4607
2020-05-31,4739
2020-06-01,5087
2020-06-02,5336
2020-06-03,5586
2020-06-04,5760
2020-06-05,6154
2020-06-06,6485
2020-06-07,6792
2020-06-08,7055
2020-06-09,7502
2020-06-10,7866
2020-06-11,8221
2020-06-12,8561
2020-06-13,8982
2020-06-14,9491
2020-06-15,9845
2020-06-16,10272
2020-06-17,10706
2020-06-18,11251
2020-06-19,11868
2020-06-20,12509
2020-06-21,12755
2020-06-22,13145
2020-06-23,13769
2020-06-24,14540
2020-06-25,14819
2020-06-26,15619
2020-06-27,15828
2020-06-28,16397
2020-06-29,16930
2020-06-30,17409
2020-07-01,18096
2020-07-02,19011
2020-07-03,20072
2020-07-04,21293
2020-07-05,22501
2020-07-06,23248
2020-07-07,23972
2020-07-08,24787
2020-07-09,25411
2020-07-10,26658
2020-07-11,27619
2020-07-12,28598
2020-07-13,29355
2020-07-14,29742
2020-07-15,30872
2020-07-16,32074
2020-07-17,32939
2020-07-18,33809
2020-07-19,38042
2020-07-20,38677
2020-07-21,39039
2020-07-22,40229
2020-07-23,41135
2020-07-24,42192
2020-07-25,43283
2020-07-26,44492
2020-07-27,45053
2020-07-29,45059
2020-07-30,47605
2020-07-31,48826
2020-08-01,49789
2020-08-02,50979
2020-08-03,51306
2020-08-04,51542
2020-08-05,52365
2020-08-06,53509
2020-08-07,54339
2020-08-08,55270
2020-08-09,56189
2020-08-10,56605
2020-08-11,56987
2020-08-12,57966
2020-08-13,59089
2020-08-14,60284
2020-08-15,61428
2020-08-16,62313
2020-08-17,62562
2020-08-18,62944
2020-08-19,63847
2020-08-20,64881
2020-08-21,65983
2020-08-22,66941
2020-08-23,67856
2020-08-24,68188
2020-08-25,68533
2020-08-26,69651
2020-08-27,70714
2020-08-28,71856
2020-08-29,72921
2020-08-30,73679
2020-08-31,73912
2020-09-01,74074
2020-09-02,74893
2020-09-03,75664
2020-09-04,76358
2020-09-05,77040
2020-09-06,77481
2020-09-07,77683
2020-09-08,77828
2020-09-09,78721
2020-09-10,79622
2020-09-11,80306
2020-09-12,81009
2020-09-13,81658
2020-09-14,81909
2020-09-15,82172
2020-09-16,82684
2020-09-17,82924
2020-09-18,83664
2020-09-19,84344
2020-09-20,85152
2020-09-21,85444
2020-09-22,85681
2020-09-23,86623
2020-09-24,87442
2020-09-25,87933
2020-09-26,88878
2020-09-27,89702
2020-09-28,90092
2020-09-29,90263
2020-09-30,90968
2020-10-01,91746
2020-10-02,92409
2020-10-03,93090
2020-10-04,93748
2020-10-05,93963
2020-10-06,94182
2020-10-07,94870
2020-10-08,95704
2020-10-09,96480
2020-10-10,96935
2020-10-11,97544
2020-10-12,97715
2020-10-13,97826
2020-10-14,98380
2020-10-15,99094
2020-10-16,99765
2020-10-17,100431
2020-10-18,101028
2020-10-19,101360
2020-10-20,101599
2020-10-21,102219
2020-10-22,102415
2020-10-23,103172
2020-10-24,103902
2020-10-25,104632
2020-10-26,104787
2020-10-27,104894
2020-10-28,105571
2020-10-29,106320
2020-10-30,106790
2020-10-31,107339
2020-11-01,107939
2020-11-02,108104
2020-11-04,108483
2020-11-05,109147
2020-11-06,109849
2020-11-07,110502
2020-11-08,111050
2020-11-09,111262
2020-11-10,111360
2020-11-11,112129
2020-11-12,112811
2020-11-13,113543
2020-11-14,114123
2020-11-15,114719
2020-11-16,114885
2020-11-17,115032
2020-11-18,115730
2020-11-19,116381
2020-11-20,117066
2020-11-21,117757
2020-11-22,118417
2020-11-23,118629
2020-11-24,118722
2020-11-25,119349
2020-11-26,119989
2020-11-27,120685
2020-11-28,121132
2020-11-29,121798
2020-11-30,121971
2020-12-01,122062
2020-12-02,123460,7088,4191.0
2020-12-03,124053,7125,4209.0
2020-12-04,124805,7308,4224.0
2020-12-05,125352,7243,4239.0
2020-12-06,125550,6985,4250.0
2020-12-07,125674,6703,4274.0
2020-12-08,126473,6781,4286.0
2020-12-09,127127,6885,4311.0
2020-12-10,127786,6999,4345.0
2020-12-11,128541,7152,4376.0
2020-12-12,129099,7079,4405.0
2020-12-13,129282,6936,4423.0
2020-12-14,129405,6743,4445.0
2020-12-15,130082,6813,4476.0
2020-12-16,130828,7030,4510.0
2020-12-17,131435,7136,4551.0
2020-12-18,132062,7216,4589.0
2020-12-19,132595,7256,4624.0
2020-12-20,132765,7115,4656.0
2020-12-21,132867,6842,4688.0
2020-12-22,133601,6947,4718.0
2020-12-23,134256,7079,4739.0
2020-12-24,134894,7180,4749.0
2020-12-25,135080,6978,4757.0
2020-12-26,135171,6515,4763.0
2020-12-27,135309,6274,4768.0
2020-12-28,135441,6064,4773.0
2020-12-29,136287,6345,4781.0
2020-12-30,137166,6733,4803.0
2020-12-31,138012,7171,4813.0
2021-01-01,138236,6810,4820.0
2021-01-02,138316,6426,4827.0
2021-01-03,138475,6192,4833.0
2021-01-04,138656,6024,4835.0
2021-01-05,139419,6205,4859.0
2021-01-06,140202,6351,4899.0
2021-01-07,141074,6604,4928.0
2021-01-08,142064,7102,4972.0
2021-01-09,143127,7579,4999.0
2021-01-10,143243,7201,5025.0
2021-01-11,144109,7201,5025.0
2021-01-12,144982,7928,5080.0
2021-01-13,145986,8362,5117.0
2021-01-14,146937,8704,5151.0
2021-01-15,147560,9166,5177.0
